ym,n,distrust,trust,incivil
2026-03,149613,0.266818923744837,0.121252180573925,0.0355095138328641
2026-04,142221,0.240012723274594,0.110971861362274,0.0307633743320731
2026-05,148122,0.221089469746018,0.113335187691977,0.0256570014601009
2026-06,129162,0.235953826013425,0.114210228163532,0.0265434962976862
2026-07,130265,0.237526973778059,0.117425938083843,0.0261744161223779
2026-08,125135,0.239046581387599,0.114549150020874,0.0296163957550179
